,property_ref,scraped_at,bedrooms,bathrooms,type,area,sub_area,has_bq,is_furnished,in_estate,security,serviced,luxury_features,price
218,3432914,2026-04-15 20:35:05.068032+00:00,5,5,duplex,Lekki,Chevron,True,False,True,True,False,1,15000000.0
219,3411555,2026-04-15 22:07:53.149329+00:00,4,4,duplex,Lekki,Osapa,False,False,True,True,False,0,7500000.0
220,3427965,2026-04-15 21:12:17.850685+00:00,3,3,flat,Ikeja,Ikeja,False,False,False,False,False,0,15000000.0
221,3427948,2026-04-15 21:12:17.855600+00:00,4,4,duplex,Lekki,Orchid,False,False,True,True,False,0,10000000.0
222,3377614,2026-04-16 01:21:14.386552+00:00,3,3,flat,Victoria Island (VI),Oniru,False,True,True,True,True,2,10000000.0
223,3406339,2026-04-15 22:08:08.998853+00:00,2,4,flat,Lekki,Lekki Phase 1,False,False,True,True,True,3,30000000.0
224,3428315,2026-04-16 00:28:25.974221+00:00,2,2,flat,Gbagada,Ifako,False,False,False,False,False,0,4000000.0
225,3435234,2026-04-15 20:35:20.998090+00:00,1,1,mini-flat,Lekki,Ikota,False,False,False,False,True,0,3500000.0
226,3419108,2026-04-16 00:44:49.933792+00:00,3,3,terrace,Ajah,Lekk,False,False,False,False,False,0,7000000.0
227,3433027,2026-04-15 20:51:08.298268+00:00,5,5,duplex,Ajah,Ajah,True,False,False,False,True,0,10000000.0
228,3423638,2026-04-15 21:12:31.040135+00:00,4,4,duplex,Lekki,Osapa,True,True,False,False,False,0,25000000.0
229,3404136,2026-04-15 22:08:09.011335+00:00,4,4,duplex,Lekki,Ikota,False,False,False,True,False,0,15000000.0
230,3435231,2026-04-15 20:35:21.003239+00:00,1,1,mini-flat,Lekki,Agungi,False,False,False,False,True,0,3800000.0
231,3435227,2026-04-15 20:35:21.005971+00:00,3,4,terrace,Lekki,Orchid,True,False,True,True,True,0,6500000.0
232,3411769,2026-04-15 21:12:31.068205+00:00,2,2,flat,Ajah,Sangotedo,False,False,True,True,False,0,2600000.0
233,3427868,2026-04-10 14:22:02.963400+00:00,2,3,flat,Lekki,Ikota,False,False,True,True,True,0,3500000.0
234,3411469,2026-04-15 22:08:28.884877+00:00,2,2,flat,Lekki,Western,False,False,True,True,True,0,7000000.0
235,3427881,2026-04-10 14:21:45.691087+00:00,3,3,Maisonette,Ikoyi,Ikoyi,True,False,False,True,True,2,35000000.0
236,3432979,2026-04-15 20:51:27.049982+00:00,1,1,mini-flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,6500000.0
237,3427876,2026-04-10 14:22:02.963400+00:00,2,3,flat,Lekki,Lekki Phase 1,False,True,True,True,True,0,25000000.0
238,3388410,2026-04-15 22:51:30.461210+00:00,3,3,flat,Ikoyi,Parkview,False,False,True,True,False,2,20000000.0
239,3426155,2026-04-10 14:22:02.963400+00:00,2,2,terrace,Ajah,Blenco,True,False,True,True,True,2,6000000.0
240,3388377,2026-04-15 22:51:30.463917+00:00,1,1,flat,Lekki,Lekki Phase 2,False,False,True,True,True,0,1800000.0
241,3435215,2026-04-15 20:35:21.018598+00:00,4,5,terrace,Lekki,Ikota,False,False,False,False,False,0,7000000.0
242,3398854,2026-04-15 22:08:28.890507+00:00,2,2,flat,Lekki,Lekki Phase 1,False,True,True,True,False,1,20000000.0
243,3435205,2026-04-15 20:35:21.025677+00:00,2,2,flat,Victoria Island (VI),Oniru,False,False,False,True,True,3,20000000.0
244,3383226,2026-04-16 01:18:07.620272+00:00,2,2,flat,Victoria Island (VI),Victoria Island,False,True,False,False,True,2,27000000.0
245,3254633,2026-04-15 23:48:34.002921+00:00,2,3,flat,Isolo,Ago,False,False,True,True,False,0,3500000.0
246,3427835,2026-04-15 21:12:44.662015+00:00,3,4,terrace,Lekki,The,False,False,False,False,True,0,7000000.0
247,3427828,2026-04-15 21:12:44.664403+00:00,3,4,penthouse,Ikeja,Ikeja,True,False,False,False,False,0,30000000.0
248,3411356,2026-04-15 22:08:28.914365+00:00,2,2,flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,10000000.0
249,3435203,2026-04-15 20:35:21.033801+00:00,4,4,flat,Ikoyi,Ikoyi,False,False,False,False,True,0,30000000.0
250,3387219,2026-04-10 14:22:20.300688+00:00,3,4,flat,Ajah,Ajah,False,False,False,False,True,0,5000000.0
251,3388371,2026-04-15 22:51:30.466532+00:00,2,2,flat,Shomolu,Fola,False,False,False,False,False,0,5500000.0
252,3300008,2026-04-15 20:51:45.031944+00:00,2,2,flat,Lekki,Agungi,False,False,False,True,True,0,4000000.0
253,3424723,2026-04-15 21:22:46.072313+00:00,2,2,flat,Lekki,Ikate,False,False,True,True,True,0,10000000.0
254,3371405,2026-04-15 23:01:14.762554+00:00,5,5,duplex,Ajah,Ilaje,True,False,False,False,False,0,15000000.0
255,3383209,2026-04-16 01:18:07.621916+00:00,2,2,flat,Ibeju Lekki,Lakowe,False,False,False,True,False,0,3000000.0
256,3427801,2026-04-10 14:22:20.315460+00:00,1,1,flat,Victoria Island (VI),Oniru,False,False,False,False,True,0,9000000.0
257,3360962,2026-04-16 01:21:14.388058+00:00,1,1,flat,Lekki,Lekk,False,False,False,False,False,0,1500000.0
258,3388352,2026-04-15 22:51:30.469136+00:00,5,5,duplex,Lekki,Ikota,True,False,True,True,False,0,12000000.0
259,3296679,2026-04-15 21:22:46.077025+00:00,4,4,terrace,Lekki,Ikota,False,True,True,True,True,0,10000000.0
260,3422927,2026-04-15 21:23:32.635659+00:00,1,2,mini-flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,5000000.0
261,3418611,2026-04-15 21:43:34.185259+00:00,5,5,duplex,Lekki,Vgc,True,False,True,True,False,0,14000000.0
262,3436644,2026-04-15 20:26:54.632210+00:00,1,1,mini-flat,Lekki,Bay Estate,False,False,True,True,False,0,4000000.0
263,2832707,2026-04-15 21:13:09.998070+00:00,1,1,studio,Ibeju Lekki,Malete,False,False,True,True,False,0,280000.0
264,3434969,2026-04-15 20:35:21.039509+00:00,2,2,flat,Ikeja,Omole Phase 2,False,False,True,True,False,0,4000000.0
265,3333147,2026-04-15 22:51:30.471733+00:00,3,4,terrace,Ikoyi,Banana Island,True,True,False,False,True,1,40000000.0
266,3427768,2026-04-15 21:13:10.002646+00:00,3,4,flat,Isolo,Ago,False,False,True,True,False,0,2500000.0
267,3425254,2026-04-15 21:13:10.004983+00:00,2,2,flat,Surulere,Tejuosho,False,False,False,False,False,0,3000000.0
268,3382713,2026-04-15 22:51:30.474326+00:00,1,5,duplex,Lekki,Chevyview,True,False,False,True,False,0,10000000.0
269,3370930,2026-04-16 01:24:59.351248+00:00,4,4,terrace,Lekki,Orchid,False,False,False,False,True,1,8000000.0
270,3423615,2026-04-15 21:13:10.028219+00:00,4,5,duplex,Lekki,Lafiaji,True,False,False,False,False,0,7000000.0
271,3427729,2026-04-15 21:13:10.030582+00:00,2,3,duplex,Lekki,Lekki Phase 2,False,False,True,True,False,0,4000000.0
272,3432857,2026-04-15 20:52:02.811830+00:00,1,1,mini-flat,Lekki,Osapa,False,False,True,True,False,0,4000000.0
273,3432841,2026-04-15 20:52:19.936464+00:00,4,4,duplex,Ikeja,Ikeja,True,True,False,True,False,0,40000000.0
274,3256760,2026-04-15 21:13:10.021123+00:00,2,2,flat,Lekki,Ologolo,False,True,False,False,False,0,12000000.0
275,3427727,2026-04-10 14:22:31.964577+00:00,3,3,flat,Ikeja,Omole Phase 2,False,False,True,True,False,0,10000000.0
276,3313337,2026-04-16 01:25:11.820085+00:00,4,4,flat,Ikoyi,Ikoyi,False,False,False,False,True,3,35550000.0
277,3411440,2026-04-15 22:08:47.336082+00:00,1,1,flat,Lekki,Orchid,False,False,True,True,True,0,4000000.0
278,3387301,2026-04-15 20:35:48.652881+00:00,2,2,flat,Lekki,Orchid,False,False,False,False,True,0,4000000.0
279,3427699,2026-04-10 14:22:48.902949+00:00,3,3,terrace,Lekki,Ologolo,False,False,True,True,True,0,10000000.0
280,3424703,2026-04-15 21:22:46.084147+00:00,2,2,flat,Ibeju Lekki,Abule,False,True,False,True,False,0,2000000.0
281,3388865,2026-04-15 20:35:48.655739+00:00,4,4,terrace,Lekki,Orchid,False,False,False,False,True,1,8500000.0
282,3411424,2026-04-15 22:08:47.349220+00:00,2,2,flat,Lekki,Osapa,False,False,True,True,True,0,7000000.0
283,3427676,2026-04-15 21:13:36.159249+00:00,2,2,flat,Ajah,Ado,False,False,True,True,True,0,3500000.0
284,3427673,2026-04-15 21:13:36.164019+00:00,2,2,flat,Ajah,Ajiwe,False,False,True,True,True,0,4500000.0
285,3392287,2026-04-15 20:35:48.661485+00:00,2,3,flat,Lekki,Lekk,False,False,False,False,True,0,20000000.0
286,3411348,2026-04-15 22:08:47.373777+00:00,1,2,flat,Yaba,Herbert,False,False,False,False,False,0,2000000.0
287,3377602,2026-04-16 01:21:26.993630+00:00,5,5,duplex,Ikoyi,Ikoyi,True,False,False,True,False,0,30000000.0
288,3427659,2026-04-15 21:13:36.171102+00:00,3,3,flat,Lekki,Osapa,False,False,True,True,False,0,8500000.0
289,3427657,2026-04-16 00:30:22.907340+00:00,4,4,terrace,Lekki,Orchid,False,False,False,False,True,0,9000000.0
290,3436639,2026-04-15 20:26:54.636970+00:00,3,3,flat,Ikoyi,Banana Island,False,True,False,False,False,1,40000000.0
291,3427666,2026-04-15 21:13:36.168748+00:00,2,2,flat,Lekki,Ikate,False,False,False,False,True,0,10000000.0
292,3411322,2026-04-15 22:09:06.363191+00:00,1,3,flat,Ajah,Ground Estate,False,True,True,True,True,0,6000000.0
293,3427647,2026-04-15 21:13:36.189970+00:00,2,2,flat,Ajah,Abraham,False,False,False,False,True,0,3500000.0
294,3367147,2026-04-15 22:51:30.482375+00:00,5,5,duplex,Ajah,Ajah,False,False,True,True,False,1,15000000.0
295,3424246,2026-04-15 21:24:06.197388+00:00,1,1,flat,Lekki,Oniru Estate,False,False,True,True,True,0,7000000.0
296,3427652,2026-04-15 21:13:36.187617+00:00,3,3,flat,Lekki,Chevron,False,False,False,False,True,0,6500000.0
297,3411291,2026-04-15 22:09:06.370305+00:00,3,3,flat,Ajah,Sangotedo,False,True,True,True,True,0,6000000.0
298,3419332,2026-04-15 21:13:51.716731+00:00,1,1,studio,Ajah,Lekk,False,False,True,True,True,0,1300000.0
299,3427641,2026-04-15 21:13:51.711999+00:00,4,4,duplex,Lekki,Idado,True,False,False,False,False,0,13000000.0
300,3414506,2026-04-15 21:13:51.733343+00:00,4,5,duplex,Lekki,Lekki Phase 1,True,False,True,True,False,0,40000000.0
301,3411278,2026-04-15 22:09:06.372794+00:00,4,4,duplex,Lekki,Lekki Phase 1,False,False,True,True,True,0,35000000.0
302,3419849,2026-04-15 20:36:05.252932+00:00,3,3,flat,Lekki,Lekki Phase 1,False,False,True,True,True,3,20000000.0
303,3427633,2026-04-15 21:13:51.723817+00:00,2,1,terrace,Ajah,Ogombo,True,False,False,False,True,0,8000000.0
304,3427619,2026-04-15 21:13:51.730942+00:00,1,1,flat,Ajah,Sangotedo,False,False,True,True,True,0,2000000.0
305,3411270,2026-04-15 22:09:06.379948+00:00,4,4,duplex,Lekki,Lekki Phase 1,True,True,True,True,False,0,28000000.0
306,3427632,2026-04-15 21:13:51.726187+00:00,3,3,flat,Maryland,Mende,False,False,False,True,False,0,7000000.0
307,3360807,2026-04-16 01:22:04.852026+00:00,3,3,studio,Victoria Island (VI),Victoria Island,False,True,False,True,False,2,40000000.0
308,3411262,2026-04-15 22:09:06.382331+00:00,3,3,flat,Ikoyi,Parkview,False,False,True,True,False,2,35000000.0
309,3360717,2026-04-15 23:05:45.147380+00:00,2,2,flat,Lekki,Ologolo,False,False,False,True,False,0,5000000.0
310,3421777,2026-04-15 21:13:51.735693+00:00,4,3,duplex,Lekki,Lekki Phase 1,True,False,True,True,False,0,17000000.0
311,3423841,2026-04-15 21:13:51.738035+00:00,2,3,bungalow,Lekki,Lekki Phase 1,False,False,True,True,False,0,8000000.0
312,3411251,2026-04-15 22:09:06.387022+00:00,2,3,flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,15000000.0
313,3435133,2026-04-15 20:36:05.255504+00:00,1,1,penthouse,Victoria Island (VI),Oniru,False,False,False,True,True,0,7000000.0
314,3388019,2026-04-15 22:51:30.485132+00:00,2,2,flat,Lekki,Ologolo,False,False,False,True,True,2,8000000.0
315,3411219,2026-04-15 22:09:06.401140+00:00,4,4,flat,Ikoyi,Banana Island,False,True,True,True,True,2,60000000.0
316,3433202,2026-04-15 20:36:22.956896+00:00,2,2,flat,Lekki,Lekki Phase 1,False,True,True,True,True,0,20000000.0
317,3411187,2026-04-15 22:09:23.787635+00:00,1,1,studio,Ibeju Lekki,Onosa,False,False,False,False,False,0,600000.0
318,3427493,2026-04-15 21:14:08.432133+00:00,2,3,flat,Ajah,Sangotedo,False,False,True,True,True,0,2500000.0
319,3427375,2026-04-10 14:23:27.295272+00:00,4,4,terrace,Lekki,Orchid,True,False,False,False,False,0,9000000.0
320,3435121,2026-04-15 20:36:22.961878+00:00,4,4,duplex,Lekki,Lekki Phase 1,True,False,True,True,False,0,35000000.0
321,2238701,2026-04-15 22:51:30.487619+00:00,4,4,duplex,Ajah,Sangotedo,True,True,True,True,False,0,10000000.0
322,3427436,2026-04-15 21:14:08.441744+00:00,4,4,duplex,Ajah,Daffodil Garden,False,False,False,False,False,0,35000000.0
323,3427268,2026-04-15 21:14:08.439352+00:00,4,4,duplex,Lekki,Orchid,True,False,False,False,False,0,10000000.0
324,3395591,2026-04-15 22:09:23.794714+00:00,2,3,flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,12000000.0
325,3417993,2026-04-10 14:23:27.300407+00:00,3,3,flat,Ikoyi,Ikoyi,False,False,False,True,True,2,45000000.0
326,3323005,2026-04-15 20:36:22.984066+00:00,2,2,flat,Surulere,Ojuelegba,False,False,False,False,True,0,3000000.0
327,3388163,2026-04-15 22:51:30.490180+00:00,2,3,flat,Surulere,Surulere,False,False,False,True,False,0,4000000.0
328,3432574,2026-04-15 20:53:09.692814+00:00,4,4,duplex,Lekki,Lekki Phase 1,False,False,True,True,False,0,25000000.0
329,3396733,2026-04-15 20:36:22.995879+00:00,4,5,flat,Ikoyi,Banana Island,False,True,False,False,True,2,46000000.0
330,3388109,2026-04-15 22:51:30.492970+00:00,4,4,duplex,Ajah,Greenland Estate,False,False,True,True,False,0,8500000.0
331,3432552,2026-04-15 20:53:25.060302+00:00,1,1,mini-flat,Ajah,Sangotedo,False,False,False,False,True,0,2000000.0
332,3247376,2026-04-15 22:09:23.815403+00:00,3,3,duplex,Lekki,Lekki Phase 2,False,False,True,True,False,1,18000000.0
333,3355266,2026-04-15 20:36:40.792880+00:00,4,4,terrace,Lekki,Orchid,False,False,False,False,True,0,8000000.0
334,3321073,2026-04-15 21:14:30.072522+00:00,3,3,penthouse,Lekki,Lekki Phase 1,False,True,True,True,True,0,18000000.0
335,3333394,2026-04-15 21:14:30.074953+00:00,2,2,flat,Lekki,Ikate,False,True,True,True,True,0,14000000.0
336,3432535,2026-04-15 20:53:25.072278+00:00,3,3,flat,Victoria Island (VI),Oniru,False,False,False,True,True,2,15000000.0
337,3317549,2026-04-15 21:14:30.070059+00:00,2,2,flat,Victoria Island (VI),Oniru,False,True,False,True,True,0,30000000.0
338,3366698,2026-04-15 22:09:44.838399+00:00,2,3,flat,Lekki,Ikate,False,True,False,True,True,1,12000000.0
339,3427398,2026-04-15 21:14:30.092069+00:00,3,4,flat,Lekki,Lekki Phase 1,False,False,True,True,False,0,15000000.0
340,3427199,2026-04-15 21:15:58.364639+00:00,3,3,flat,Ikoyi,1004 Estate,False,True,True,True,True,0,22000000.0
341,3406250,2026-04-16 00:55:27.960258+00:00,1,1,duplex,Lekki,Chevron,False,False,False,False,False,0,2000000.0
342,3432480,2026-04-15 20:53:40.777167+00:00,3,3,flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,25000000.0
343,3334641,2026-04-15 21:14:30.084657+00:00,1,1,studio,Lekki,Chevyview Estate,False,True,True,True,True,0,5000000.0
344,3334794,2026-04-15 21:14:30.087157+00:00,1,2,flat,Lekki,Lekki Phase 1,False,False,True,True,True,0,10000000.0
345,3421752,2026-04-15 20:36:40.798364+00:00,4,4,terrace,Lekki,Ikota,False,False,False,False,False,0,9000000.0
346,3428775,2026-04-15 20:53:40.803179+00:00,5,5,duplex,Ajah,Ajah,True,False,False,False,True,0,12000000.0
347,3345998,2026-04-15 21:14:30.099501+00:00,3,3,Maisonette,Lekki,Ikate,False,False,True,True,True,1,15000000.0
348,3411045,2026-04-15 22:09:44.843996+00:00,3,3,terrace,Lekki,Ikota,False,False,False,True,True,0,8000000.0
349,3364421,2026-04-15 21:14:45.014668+00:00,3,3,flat,Ikoyi,Banana Island,False,True,True,True,True,0,35000000.0
350,3411032,2026-04-15 22:09:44.856827+00:00,4,4,terrace,Lekki,Ikota,False,False,False,False,True,0,8500000.0
351,3370388,2026-04-15 21:14:45.034445+00:00,2,2,flat,Lekki,Lekki Phase 1,False,True,True,True,True,0,15000000.0
352,3428239,2026-04-16 00:28:25.995147+00:00,3,3,flat,Ikeja,Omole Phase 2,False,False,True,True,False,0,8000000.0
353,3436621,2026-04-15 20:27:30.444432+00:00,4,4,studio,Ajah,Pearl Garden,False,False,True,True,False,0,8000000.0
354,3436612,2026-04-15 20:27:30.447042+00:00,4,4,duplex,Lekki,Osapa,False,False,True,True,True,0,7000000.0
355,3411001,2026-04-15 22:09:44.861601+00:00,3,4,flat,Lekki,Lekki Phase 1,False,False,True,True,False,2,20000000.0
356,3298500,2026-04-15 20:36:40.826314+00:00,3,3,flat,Lekki,Ikate,False,False,True,True,True,1,350000.0
357,3370360,2026-04-15 21:14:45.029574+00:00,4,4,duplex,Ajah,Palms Estate,False,False,True,True,True,0,13000000.0
358,3326417,2026-04-15 20:53:55.871966+00:00,2,2,penthouse,Ikoyi,Banana Island,False,True,True,True,False,2,14000000.0
359,3368346,2026-04-15 21:14:45.024606+00:00,4,4,duplex,Lekki,Osapa,True,False,False,True,True,0,13000000.0
360,3410961,2026-04-15 22:09:44.868445+00:00,3,3,flat,Victoria Island (VI),Victoria Island,False,False,False,False,True,2,30000000.0
361,3410946,2026-04-15 22:09:44.880189+00:00,4,4,duplex,Lekki,Orchid,True,False,False,False,True,1,17000000.0
362,3432411,2026-04-15 20:54:16.085512+00:00,2,2,flat,Lekki,Ikate,False,True,False,False,True,0,15000000.0
363,3377616,2026-04-15 21:14:45.046701+00:00,1,1,mini-flat,Lekki,Lekki Phase 1,False,True,True,True,True,0,9000000.0
364,3435017,2026-04-15 20:36:57.656664+00:00,3,2,flat,Lekki,Idado,False,False,True,True,True,0,6500000.0
365,3410928,2026-04-15 22:10:01.124345+00:00,4,4,duplex,Lekki,Ikota,False,False,True,True,True,0,13000000.0
366,3403228,2026-04-15 21:14:45.060175+00:00,5,5,duplex,Lekki,Lekki Phase 1,True,False,True,True,True,0,45000000.0
367,3432397,2026-04-15 20:54:16.099633+00:00,1,1,flat,Victoria Island (VI),Victoria Island,False,True,False,True,True,2,28000000.0
368,3389361,2026-04-15 21:14:45.054241+00:00,3,3,terrace,Victoria Island (VI),Victoria Island,True,False,False,True,True,2,50000000.0
369,3404265,2026-04-15 21:14:59.743836+00:00,4,4,duplex,Ikoyi,Parkview,True,False,True,True,True,0,50000000.0
370,3427288,2026-04-15 21:15:44.160214+00:00,3,3,Maisonette,Lekki,Ikate,True,False,False,False,False,0,15000000.0
371,3436549,2026-04-15 20:27:53.088257+00:00,1,1,mini-flat,Lekki,Bay Estate,False,False,True,True,False,0,4500000.0
372,3436547,2026-04-15 20:27:53.093015+00:00,4,4,duplex,Lekki,Orchid,True,False,False,False,True,0,13500000.0
373,3410877,2026-04-15 22:10:01.132080+00:00,5,5,duplex,Lekki,Ikota,False,False,False,True,True,0,15000000.0
374,3435014,2026-04-15 20:36:57.659426+00:00,3,3,flat,Lekki,Lekki Phase 1,False,False,True,True,True,1,15000000.0
375,3427385,2026-04-15 21:14:59.762332+00:00,3,3,flat,Lekki,Osapa,False,False,True,True,True,0,6000000.0
376,3427237,2026-04-15 21:15:44.176842+00:00,4,4,flat,Ikoyi,Ikoyi,False,False,False,False,False,0,45000000.0
377,3404561,2026-04-15 21:14:59.756931+00:00,4,4,Maisonette,Ikoyi,Banana Island,True,False,True,True,True,0,50000000.0
378,3432362,2026-04-15 20:54:31.390236+00:00,2,2,flat,Victoria Island (VI),Victoria Island,False,False,False,True,True,2,38000000.0
379,3410804,2026-04-15 22:10:01.151089+00:00,2,2,terrace,Ajah,Ogombo,True,False,True,True,True,2,6500000.0
380,3435011,2026-04-15 20:36:57.664885+00:00,3,4,terrace,Ajah,Abraham,True,False,False,False,False,0,7500000.0
381,3427254,2026-04-15 21:15:44.179209+00:00,5,4,terrace,Victoria Island (VI),Oniru,False,False,False,False,False,0,30000000.0
382,3404936,2026-04-10 14:24:20.032179+00:00,3,3,flat,Lekki,Chevron,False,False,True,True,True,0,6000000.0
383,3387424,2026-04-15 22:10:19.570757+00:00,3,3,flat,Lekki,Osapa,False,False,True,True,True,0,6000000.0
384,3435000,2026-04-15 20:36:57.673114+00:00,2,2,flat,Lekki,Ikate,False,False,False,True,True,0,9000000.0
385,3432322,2026-04-15 20:54:46.297333+00:00,5,5,duplex,Lekki,Chevron,False,False,False,False,False,0,18000000.0
386,3432314,2026-04-15 20:54:46.302596+00:00,4,4,duplex,Ikoyi,Parkview,True,False,True,True,False,0,50000000.0
387,3405071,2026-04-15 21:14:59.788515+00:00,4,4,terrace,Lekki,Ikate,True,False,False,True,True,0,15000000.0
388,3388085,2026-04-15 22:51:30.498222+00:00,1,1,studio,Lekki,Chevron,False,False,True,True,False,0,1800000.0
389,2901833,2026-04-15 20:37:15.267090+00:00,3,3,flat,Ikoyi,Ikoyi,False,False,False,True,False,3,45000000.0
390,3405193,2026-04-15 21:15:14.547954+00:00,2,2,flat,Lekki,Lekk,False,False,True,True,True,0,5500000.0
391,3424529,2026-04-15 21:23:01.808620+00:00,1,1,flat,Gbagada,Pedro,False,False,False,True,True,0,1100000.0
392,3393112,2026-04-16 01:11:51.969152+00:00,5,5,duplex,Lekki,Ikota,True,False,False,False,False,0,15000000.0
393,3395824,2026-04-15 20:54:46.322314+00:00,3,3,flat,Lekki,Lekki Phase 1,False,False,True,True,True,1,16000000.0
394,3405178,2026-04-15 21:15:14.545485+00:00,4,4,duplex,Lekki,Chevron,True,False,True,True,True,0,13000000.0
395,3405282,2026-04-15 21:15:14.555320+00:00,5,5,duplex,Lekki,Agungi,True,False,False,True,True,0,13000000.0
396,3330909,2026-04-15 22:10:19.577669+00:00,3,4,flat,Victoria Island (VI),Victoria Island,False,False,False,False,True,2,50000000.0
397,3405312,2026-04-10 14:24:31.133669+00:00,4,4,terrace,Lekki,Orchid,False,False,True,True,True,0,8500000.0
398,3161409,2026-04-15 20:37:15.272741+00:00,3,3,flat,Ikoyi,Bourdillon,False,True,False,True,False,3,50000000.0
399,3389180,2026-04-15 22:50:28.725458+00:00,3,3,flat,Ikoyi,Banana Island,False,False,False,True,True,1,50000000.0
400,3407362,2026-04-15 20:37:15.288107+00:00,2,2,flat,Ikoyi,Banana Island,False,True,False,False,True,1,60000000.0
401,3414874,2026-04-15 20:37:15.290532+00:00,3,3,flat,Ikoyi,Ikoyi,False,False,False,True,False,3,45000000.0
